カテゴリー,分類群,和名,学名
絶滅危惧IB類（EN）,維管束植物,ヤブレガサモドキ,Syneilesis tagawae
絶滅危惧IB類（EN）,維管束植物,クザカイタンポポ,Taraxacum kuzakaiense
絶滅危惧IB類（EN）,維管束植物,クモマタンポポ,Taraxacum trigonolobum
絶滅危惧IB類（EN）,維管束植物,タカネタンポポ,Taraxacum yuparense
絶滅危惧IB類（EN）,維管束植物,タカネコウリンギク,Tephroseris flammea subsp. flammea
絶滅危惧IB類（EN）,維管束植物,キバナコウリンカ,Tephroseris furusei
絶滅危惧IB類（EN）,維管束植物,アズミノヘラオモダカ,Alisma canaliculatum var. azuminoense
絶滅危惧IB類（EN）,維管束植物,セトヤナギスブタ,Blyxa alternifolia
絶滅危惧IB類（EN）,維管束植物,ムサシモ,Najas ancistrocarpa
絶滅危惧IB類（EN）,維管束植物,タカクマソウ,Sciaphila tenella
絶滅危惧IB類（EN）,維管束植物,イズアサツキ,Allium schoenoprasum var. idzuense
絶滅危惧IB類（EN）,維管束植物,カンカケイニラ,Allium togashii
絶滅危惧IB類（EN）,維管束植物,コシキイトラッキョウ,Allium virgunculae var. koshikiense
絶滅危惧IB類（EN）,維管束植物,ヤクシマイトラッキョウ,Allium virgunculae var. yakushimense
絶滅危惧IB類（EN）,維管束植物,ハマタマボウキ,Asparagus kiusianus
絶滅危惧IB類（EN）,維管束植物,タマボウキ,Asparagus oligoclonos
絶滅危惧IB類（EN）,維管束植物,ミノシライトソウ,Chionographis hisauchiana subsp. minoensis
絶滅危惧IB類（EN）,維管束植物,カイコバイモ,Fritillaria kaiensis
絶滅危惧IB類（EN）,維管束植物,ヒメアマナ,Gagea japonica
絶滅危惧IB類（EN）,維管束植物,ウラジロギボウシ,Hosta hypoleuca
絶滅危惧IB類（EN）,維管束植物,ウバタケギボウシ,Hosta pulchella
絶滅危惧IB類（EN）,維管束植物,セトウチギボウシ,Hosta pycnophylla
絶滅危惧IB類（EN）,維管束植物,ノヒメユリ,Lilium callosum var. callosum
絶滅危惧IB類（EN）,維管束植物,ヒメユリ,Lilium concolor
絶滅危惧IB類（EN）,維管束植物,ジンリョウユリ,Lilium japonicum var. abeanum
絶滅危惧IB類（EN）,維管束植物,ミヤマスカシユリ,Lilium maculatum var. bukosanense
絶滅危惧IB類（EN）,維管束植物,サクライソウ,Petrosavia sakuraii
絶滅危惧IB類（EN）,維管束植物,ウスギワニグチソウ,Polygonatum cryptanthum
絶滅危惧IB類（EN）,維管束植物,コウライワニグチソウ,Polygonatum desoulavyi
絶滅危惧IB類（EN）,維管束植物,アラガタオオサンキライ,Smilax bracteata subsp. verruculosa
絶滅危惧IB類（EN）,維管束植物,アッカゼキショウ,Tofieldia coccinea var. akkana
絶滅危惧IB類（EN）,維管束植物,ゲイビゼキショウ,Tofieldia coccinea var. geibiensis
絶滅危惧IB類（EN）,維管束植物,サガミジョウロウホトトギス,Tricyrtis ishiiana var. ishiiana
絶滅危惧IB類（EN）,維管束植物,スルガジョウロウホトトギス,Tricyrtis ishiiana var. surugensis
絶滅危惧IB類（EN）,維管束植物,キバナノツキヌキホトトギス,Tricyrtis perfoliata
絶滅危惧IB類（EN）,維管束植物,カワユエンレイソウ,Trillium channellii
絶滅危惧IB類（EN）,維管束植物,ツクシタチドコロ,Dioscorea asclepiadea
絶滅危惧IB類（EN）,維管束植物,キリガミネヒオウギアヤメ,Iris setosa var. hondoensis
絶滅危惧IB類（EN）,維管束植物,タヌキノショクダイ,Thismia abei
絶滅危惧IB類（EN）,維管束植物,ヒゼンコウガイゼキショウ,Juncus hizenensis
絶滅危惧IB類（EN）,維管束植物,エゾノミクリゼキショウ,Juncus mertensianus
絶滅危惧IB類（EN）,維管束植物,ホロムイコウガイ,Juncus tokubuchii
絶滅危惧IB類（EN）,維管束植物,セイタカヌカボシソウ,Luzula elata
絶滅危惧IB類（EN）,維管束植物,ユキイヌノヒゲ,Eriocaulon dimorphoelytrum
絶滅危惧IB類（EN）,維管束植物,アズミイヌノヒゲ,Eriocaulon mikawanum var. azumianum
絶滅危惧IB類（EN）,維管束植物,オキナワホシクサ,Eriocaulon miquelianum var. lutchuense
絶滅危惧IB類（EN）,維管束植物,オオムラホシクサ,Eriocaulon omuranum
絶滅危惧IB類（EN）,維管束植物,ハライヌノヒゲ,Eriocaulon ozense
絶滅危惧IB類（EN）,維管束植物,ゴマシオホシクサ,Eriocaulon senile
絶滅危惧IB類（EN）,維管束植物,イズノシマホシクサ,Eriocaulon zyotanii
絶滅危惧IB類（EN）,維管束植物,ユキクラヌカボ,Agrostis hideoi
絶滅危惧IB類（EN）,維管束植物,オオマツバシバ,Aristida takeoi
絶滅危惧IB類（EN）,維管束植物,ビロードキビ,Brachiaria villosa
絶滅危惧IB類（EN）,維管束植物,ザラツキヒナガリヤス,Calamagrostis nana subsp. hayachinensis
絶滅危惧IB類（EN）,維管束植物,オニビトノガリヤス,Calamagrostis onibitoana
絶滅危惧IB類（EN）,維管束植物,タシロノガリヤス,Calamagrostis tashiroi
絶滅危惧IB類（EN）,維管束植物,ユウバリカニツリ,Deschampsia cespitosa var. levis
絶滅危惧IB類（EN）,維管束植物,シマギョウギシバ,Digitaria platycarpha
絶滅危惧IB類（EN）,維管束植物,イヌカモジグサ,Elymus gmelinii var. tenuisetus
絶滅危惧IB類（EN）,維管束植物,タカネエゾムギ,Elymus yubaridakensis
絶滅危惧IB類（EN）,維管束植物,イゼナガヤ,Eriachne armittii
絶滅危惧IB類（EN）,維管束植物,ヤマオオウシノケグサ,Festuca hondoensis
絶滅危惧IB類（EN）,維管束植物,アカヒゲガヤ,Heteropogon contortus
絶滅危惧IB類（EN）,維管束植物,エゾコウボウ,Hierochloe pluriflora
絶滅危惧IB類（EN）,維管束植物,シマカモノハシ,Ischaemum ischaemoides
絶滅危惧IB類（EN）,維管束植物,ナンブソモソモ,Poa hayachinensis
絶滅危惧IB類（EN）,維管束植物,タチイチゴツナギ,Poa nemoralis
絶滅危惧IB類（EN）,維管束植物,ヒゲナガコメススキ,Stipa alpina
絶滅危惧IB類（EN）,維管束植物,フクロダガヤ,Tripogon longearistatus var. japonicus
絶滅危惧IB類（EN）,維管束植物,キタダケカニツリ,Trisetum spicatum subsp. molle
絶滅危惧IB類（EN）,維管束植物,ツルギテンナンショウ,Arisaema abei
絶滅危惧IB類（EN）,維管束植物,アマミテンナンショウ,Arisaema heterocephalum subsp. heterocephalum
絶滅危惧IB類（EN）,維管束植物,オモゴウテンナンショウ,Arisaema iyoanum subsp. iyoanum
絶滅危惧IB類（EN）,維管束植物,シコクテンナンショウ,Arisaema iyoanum subsp. nakaianum
絶滅危惧IB類（EN）,維管束植物,シコクヒロハテンナンショウ,Arisaema longipedunculatum var. longipedunculatum
絶滅危惧IB類（EN）,維管束植物,タカハシテンナンショウ,Arisaema nambae
絶滅危惧IB類（EN）,維管束植物,オオミネテンナンショウ,Arisaema nikoense subsp. australe
絶滅危惧IB類（EN）,維管束植物,カラフトヒロハテンナンショウ,Arisaema sachalinense
絶滅危惧IB類（EN）,維管束植物,ヒメツルアダン,Freycinetia williamsii
絶滅危惧IB類（EN）,維管束植物,チシマミクリ,Sparganium hyperboreum
絶滅危惧IB類（EN）,維管束植物,オハグロスゲ,Carex bigelowii
絶滅危惧IB類（EN）,維管束植物,カヤツリスゲ,Carex bohemica
絶滅危惧IB類（EN）,維管束植物,タカネシバスゲ,Carex capillaris
絶滅危惧IB類（EN）,維管束植物,チチジマナキリスゲ,Carex chichijimensis
絶滅危惧IB類（EN）,維管束植物,ゲンカイモエギスゲ,Carex genkaiensis
絶滅危惧IB類（EN）,維管束植物,カンチスゲ,Carex gynocrates
絶滅危惧IB類（EN）,維管束植物,ハタベスゲ,Carex latisquamea
絶滅危惧IB類（EN）,維管束植物,アカンスゲ,Carex loliacea
絶滅危惧IB類（EN）,維管束植物,ノルゲスゲ,Carex mackenziei
絶滅危惧IB類（EN）,維管束植物,タカネヒメスゲ,Carex melanocarpa
絶滅危惧IB類（EN）,維管束植物,スルガスゲ,Carex omurae
絶滅危惧IB類（EN）,維管束植物,キビノミノボロスゲ,Carex paxii
絶滅危惧IB類（EN）,維管束植物,マンシュウクロカワスゲ,Carex peiktusanii
絶滅危惧IB類（EN）,維管束植物,クグスゲ,Carex pseudocyperus
絶滅危惧IB類（EN）,維管束植物,ヒロハイッポンスゲ,Carex pseudololiacea
絶滅危惧IB類（EN）,維管束植物,ウシオスゲ,Carex ramenskii
絶滅危惧IB類（EN）,維管束植物,カラフトイワスゲ,Carex rupestris
絶滅危惧IB類（EN）,維管束植物,シュミットスゲ,Carex schmidtii
絶滅危惧IB類（EN）,維管束植物,ラウススゲ,Carex stylosa
絶滅危惧IB類（EN）,維管束植物,ツクシナルコ,Carex subcernua
絶滅危惧IB類（EN）,維管束植物,エゾハリスゲ,Carex uda
絶滅危惧IB類（EN）,維管束植物,サヤスゲ,Carex vaginata
絶滅危惧IB類（EN）,維管束植物,ツクシオオガヤツリ,Cyperus ohwii
絶滅危惧IB類（EN）,維管束植物,トサノハマスゲ,Cyperus rotundus var. yoshinagae
絶滅危惧IB類（EN）,維管束植物,ミスミイ,Eleocharis acutangula
絶滅危惧IB類（EN）,維管束植物,ハハジマテンツキ,Fimbristylis longispica var. hahajimensis
絶滅危惧IB類（EN）,維管束植物,ハタケテンツキ,Fimbristylis stauntonii var. stauntonii
絶滅危惧IB類（EN）,維管束植物,ハナシテンツキ,Fimbristylis umbellaris
絶滅危惧IB類（EN）,維管束植物,ミクリガヤ,Rhynchospora malasica
絶滅危惧IB類（EN）,維管束植物,ロッカクイ,Schoenoplectus mucronatus var. ishizawae
絶滅危惧IB類（EN）,維管束植物,ツクシアブラガヤ,Scirpus rosthornii var. kiushuensis
絶滅危惧IB類（EN）,維管束植物,ホソバシンジュガヤ,Scleria biflora
絶滅危惧IB類（EN）,維管束植物,ヒナラン,Amitostigma gracile
絶滅危惧IB類（EN）,維管束植物,イワチドリ,Amitostigma keiskei
絶滅危惧IB類（EN）,維管束植物,タネガシマムヨウラン,Aphyllorchis montana
絶滅危惧IB類（EN）,維管束植物,ヤクシマラン,Apostasia wallichii var. nipponica
絶滅危惧IB類（EN）,維管束植物,ナリヤラン,Arundina graminifolia
絶滅危惧IB類（EN）,維管束植物,シコウラン,Bulbophyllum macraei var. macraei
絶滅危惧IB類（EN）,維管束植物,キリシマエビネ,Calanthe aristulifera var. kirishimensis
絶滅危惧IB類（EN）,維管束植物,タイワンエビネ,Calanthe formosana
絶滅危惧IB類（EN）,維管束植物,オオキリシマエビネ,Calanthe izuinsularis
絶滅危惧IB類（EN）,維管束植物,キエビネ,Calanthe sieboldii
絶滅危惧IB類（EN）,維管束植物,トクノシマエビネ,Calanthe tokunoshimensis
絶滅危惧IB類（EN）,維管束植物,ホテイラン,Calypso bulbosa var. speciosa
絶滅危惧IB類（EN）,維管束植物,チクセツラン,Corymborkis subdensa
絶滅危惧IB類（EN）,維管束植物,カンダヒメラン,Crepidium kandae
絶滅危惧IB類（EN）,維管束植物,サガミランモドキ,Cymbidium aberrans
絶滅危惧IB類（EN）,維管束植物,カンラン,Cymbidium kanran
絶滅危惧IB類（EN）,維管束植物,アキザキナギラン,Cymbidium lancifolium
絶滅危惧IB類（EN）,維管束植物,レブンアツモリソウ,Cypripedium macranthos var. rebunense
絶滅危惧IB類（EN）,維管束植物,キバナノセッコク,Dendrobium catenatum
絶滅危惧IB類（EN）,維管束植物,オキナワセッコク,Dendrobium okinawense
絶滅危惧IB類（EN）,維管束植物,ヒメヤツシロラン,Didymoplexis minor
絶滅危惧IB類（EN）,維管束植物,キリガミネアサヒラン,Eleorchis japonica var. conformis
絶滅危惧IB類（EN）,維管束植物,トラキチラン,Epipogium aphyllum
絶滅危惧IB類（EN）,維管束植物,オオオサラン,Eria corneri
絶滅危惧IB類（EN）,維管束植物,リュウキュウセッコク,Eria ovata
絶滅危惧IB類（EN）,維管束植物,イモラン,Eulophia toyoshimae
絶滅危惧IB類（EN）,維管束植物,イモネヤガラ,Eulophia zollingeri
絶滅危惧IB類（EN）,維管束植物,ムニンヤツシロラン,Gastrodia boninensis
絶滅危惧IB類（EN）,維管束植物,ナヨテンマ,Gastrodia gracilis
絶滅危惧IB類（EN）,維管束植物,タブガワヤツシロラン,Gastrodia uraiensis
絶滅危惧IB類（EN）,維管束植物,トサカメオトラン,Geodorum densiflorum
絶滅危惧IB類（EN）,維管束植物,ヒロハツリシュスラン,Goodyera pendula var. brachyphylla
絶滅危惧IB類（EN）,維管束植物,クニガミシュスラン,Goodyera sonoharae
絶滅危惧IB類（EN）,維管束植物,ダイサギソウ,Habenaria dentata
絶滅危惧IB類（EN）,維管束植物,オオミズトンボ,Habenaria linearifolia var. linearifolia
絶滅危惧IB類（EN）,維管束植物,リュウキュウサギソウ,Habenaria pantlingiana
絶滅危惧IB類（EN）,維管束植物,テツオサギソウ,Habenaria stenopetala
絶滅危惧IB類（EN）,維管束植物,ヤチラン,Hammarbya paludosa
絶滅危惧IB類（EN）,維管束植物,ムカゴソウ,Herminium lanceum
絶滅危惧IB類（EN）,維管束植物,ジャコウキヌラン,Heterozeuxine odorata
絶滅危惧IB類（EN）,維管束植物,ギボウシラン,Liparis auriculata
絶滅危惧IB類（EN）,維管束植物,オオフガクスズムシソウ,Liparis koreojaponica
絶滅危惧IB類（EN）,維管束植物,ヒメジガバチソウ,Liparis krameri var. shichitoana
絶滅危惧IB類（EN）,維管束植物,ササバラン,Liparis odorata
絶滅危惧IB類（EN）,維管束植物,クロクモキリソウ,Liparis sp.
絶滅危惧IB類（EN）,維管束植物,ムニンボウラン,Luisia boninensis
絶滅危惧IB類（EN）,維管束植物,ハハジマホザキラン,Malaxis hahajimensis
絶滅危惧IB類（EN）,維管束植物,タンザワサカネラン,Neottia inagakii
絶滅危惧IB類（EN）,維管束植物,フジチドリ,Neottianthe fujisanensis
絶滅危惧IB類（EN）,維管束植物,ムカゴサイシン,Nervilia nipponica
絶滅危惧IB類（EN）,維管束植物,クスクスヨウラクラン,Oberonia anthropophora var. arisanensis
絶滅危惧IB類（EN）,維管束植物,オオギミラン,Odontochilus tashiroi
絶滅危惧IB類（EN）,維管束植物,サツマチドリ,Orchis graminifolia var. micropunctata　(in schedule)
絶滅危惧IB類（EN）,維管束植物,ムカゴトンボ,Peristylus flagellifer
絶滅危惧IB類（EN）,維管束植物,イヨトンボ,Peristylus iyoensis
絶滅危惧IB類（EN）,維管束植物,ヤクシマチドリ,Platanthera amabilis
絶滅危惧IB類（EN）,維管束植物,シマツレサギソウ,Platanthera boninensis
絶滅危惧IB類（EN）,維管束植物,ツクシチドリ,Platanthera brevicalcarata subsp. yakumontana
絶滅危惧IB類（EN）,維管束植物,イイヌマムカゴ,Platanthera iinumae
絶滅危惧IB類（EN）,維管束植物,イリオモテトンボソウ,Platanthera stenoglossa subsp. iriomotensis
絶滅危惧IB類（EN）,維管束植物,ガッサンチドリ,Platanthera takedae subsp. uzenensis
絶滅危惧IB類（EN）,維管束植物,ナゴラン,Sedirea japonica
絶滅危惧IB類（EN）,維管束植物,イリオモテラン,Trichoglottis lutchuensis
絶滅危惧IB類（EN）,維管束植物,アコウネッタイラン,Tropidia angulosa
絶滅危惧IB類（EN）,維管束植物,ハチジョウネッタイラン,Tropidia nipponica var. hachijoensis
絶滅危惧IB類（EN）,維管束植物,ヤクシマネッタイラン,Tropidia nipponica var. nipponica
